"id","x_personality"
"astrid","{""orientation"": ""bisexual"", ""sexFantasies"": [""threesome with Arnbjorn and another woman"", ""sex in the Sanctuary's hidden chambers"", ""being dominated by a powerful partner""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""breast play""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""passionate""], ""preferredSexPositions"": [""doggy style"", ""reverse cowgirl"", ""standing up""]}"
"aerin","{""orientation"": ""homosexual"", ""sexFantasies"": [""public sex in a safe location"", ""watching partner with someone else""], ""sexualBehavior"": [""nipple play"", ""cum licking"", ""rimming""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""gentle"", ""attentive"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""spooning""]}"
"atahbah","{""orientation"": ""bisexual"", ""sexFantasies"": [""being with multiple partners in a luxurious, exotic setting"", ""having sex in a hidden, secluded area of a market or bazaar"", ""being worshiped as a sensual, exotic goddess""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""public sex""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""playful"", ""flirtatious"", ""sensual""], ""preferredSexPositions"": [""lotus"", ""cowgirl"", ""reverse cowgirl""]}"
"aringoth","{""orientation"": ""heterosexual"", ""sexFantasies"": [""threesomes with two women"", ""sex in a luxurious bedchamber"", ""being dominated by a powerful woman""], ""sexualBehavior"": [""breast play"", ""nipple play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""lustful"", ""seductive"", ""selfish""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""cowgirl""]}"
"arch-curate_vyrthur","{""orientation"": ""homosexual"", ""sexFantasies"": [""having sex with multiple partners in a sacred temple"", ""being worshipped as a god during sex"", ""engaging in a gangbang with Knight-Paladins""], ""sexualBehavior"": [""facials"", ""cum play"", ""breast play""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""sadistic"", ""hedonistic""], ""preferredSexPositions"": [""doggie style"", ""standing sex"", ""missionary""]}"
"alfhild_battle-born","{""orientation"": ""heterosexual"", ""sexFantasies"": [""romantic getaway"", ""candlelit sex"", ""outdoor sex in a secluded area""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""gentle kissing""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""affectionate"", ""gentle""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""spooning""]}"
"agent_lorcalin","{""orientation"": ""homosexual"", ""sexFantasies"": [""threesomes with Thalmor agents"", ""sex with a Talos worshipper before executing them"", ""being watched by Elenwen while having sex""], ""sexualBehavior"": [""cum play"", ""facials"", ""public sex""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""sadistic"", ""controlling""], ""preferredSexPositions"": [""standing doggy"", ""missionary dominant"", ""face sitting""]}"
"batum_gra-bar","{""orientation"": ""heterosexual"", ""sexFantasies"": [""forced seduction in the wilderness"", ""hunting and dominating a werewolf"", "" primitive, savage sex in a cave""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""adventurous""], ""preferredSexPositions"": ["" missionary"", ""doggie style"", ""on top""]}"
"ambarys_rendar","{""orientation"": ""heterosexual"", ""sexFantasies"": ["" групповое наказание nord women"", "" dominating a nord couple""], ""sexualBehavior"": [""threesomes"", ""exhibitionism"", "" facials""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive""], ""preferredSexPositions"": [""standing doggy style"", "" missionary with dominant male""]}"
"ahtar","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in the castle's dungeon"", ""being in a dominant role with his partner tied up"", ""sex in public places""], ""sexualBehavior"": [""deep throating"", ""face fucking"", "" rough sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""rough"", ""assertive"", ""possessive""], ""preferredSexPositions"": [""missionary"", ""doggystyle""]}"
"ainethach","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being watched during sex by multiple people"", ""sex in a secluded outdoor setting"", ""having a secret affair with a rival's partner""], ""sexualBehavior"": [""nipple play"", ""threesomes"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""assertive"", ""adventurous"", "" guarded"", ""testeosterone driven""], ""preferredSexPositions"": ["" missionary"", ""cowgirl"", ""standing""]}"
"ahjisi","{""orientation"": ""bisexual"", ""sexFantasies"": [""hunting and seducing prey"", ""sex in the wilderness"", ""being dominated by a powerful partner""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""public sex""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""assertive"", ""adventurous"", ""uninhibited""], ""preferredSexPositions"": [""dominant missionary"", ""rear entry"", ""standing""]}"
"adelaisa_vendicci","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a public place"", ""having a threesome with two men""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""light bondage""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""assertive"", ""dominant"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing doggystyle""]}"
"aduri_sarethi","{""orientation"": ""bisexual"", ""sexFantasies"": [""threesomes"", ""public sex"", ""erotic art modeling""], ""sexualBehavior"": [""cum tasting"", ""nipple play"", ""breast play""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""sultry"", ""adventurous"", ""passionate""], ""preferredSexPositions"": [""doggy style"", ""cowgirl"", ""standing""]}"
"alessandra","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being with a strong and powerful man who can protect her"", ""sex in a sacred place, like a temple"", ""being dominated and told what to do""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""cuddling""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""submissive"", ""romantic"", ""emotional""], ""preferredSexPositions"": [""missionary"", ""standing"", ""from behind""]}"
"agna","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being dominated by a strong partner"", ""having sex in a secret, outdoor location"", ""being worshiped as a warrior goddess""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""fingering""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""intense"", ""private"", ""romantic""], ""preferredSexPositions"": [""missionary"", ""doggy style"", ""spooning""]}"
"afflicted","{""orientation"": ""homosexual"", ""sexFantasies"": [""having sex in a ritualistic setting"", ""being dominated by a powerful figure"", ""spreading the plague through sex""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""rough sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""submissive"", ""kinky""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""reverse cowgirl""]}"
"doorman","{""orientation"": ""bisexual"", ""sexFantasies"": [""forced submission"", "" Sergei's GangLOBAL cuckold scenarios"", ""being controlled by multiple partners""], ""sexualBehavior"": [""bondage"", ""threesomes"", ""voyeurism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""assertive"", ""control freak""], ""preferredSexPositions"": [""dominant"", ""standing"", ""against wall""]}"
"akar","{""orientation"": ""heterosexual"", ""sexFantasies"": [""crossbreeding with a powerful female werewolf"", ""mating under the full moon"", ""having sex in the midst of a hunt""], ""sexualBehavior"": [""nipple play"", ""threesomes with pack members"", ""outdoor sex"", ""exhibitionism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""erotic storytelling"", ""sexPersonalityTraits"": [""feral"", ""passionate"", ""primitive""], ""preferredSexPositions"": [""animalistic-style doggy"", ""missionary"", ""standing""]}"
"alethius","{""orientation"": ""heterosexual"", ""sexFantasies"": [""rough sex"", ""sex in a public place"", ""being watched during sex""], ""sexualBehavior"": [""anal play"", ""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""confident"", ""assertive"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""standing up"", ""bent over"", ""doggy style""]}"
"anger","{""orientation"": ""heterosexual"", ""sexFantasies"": [""kidnapping and ravaging"", ""forced submission"", ""public humiliation""], ""sexualBehavior"": [""rough sex"", ""hair pulling"", ""spanking""], ""relationshipStyle"": ""swinging"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""controlling"", ""intimidating""], ""preferredSexPositions"": [""dominant missionary"", ""standing dominant"", ""bent over""]}"
"addvar","{""orientation"": ""heterosexual"", ""sexFantasies"": [""submitting to his wife's desires"", ""roleplaying a loyal protector"", ""having sex outdoors near a lake""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""kissing""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""loving"", ""protective"", ""controlled""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""standing""]}"
"deor_woodcutter","{""orientation"": ""heterosexual"", ""sexFantasies"": [""outdoor sex"", ""role-playing (e.g. hunting together)""], ""sexualBehavior"": [""kissing"", ""caressing"", ""nipple play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""gentle"", ""passionate"", ""loving""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""spooning""]}"
"addvild","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a field under the stars"", ""role-playing as a farmer and wife"", ""anal sex with his wife while she's wearing a sheer Nightingale outfit""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""gentle lover"", ""adventurous but private"", ""erotically devoted""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing doggystyle""]}"
"arcturus","{""orientation"": ""heterosexual"", ""sexFantasies"": [""taking a woman from behind while overlooking the Imperial City"", ""having a threesome with a woman and another man, both in Imperial armor"", ""posing as a commander and having a servant or slave""], ""sexualBehavior"": [""cum licking"", ""threesomes"", ""rough play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""rough"", ""disciplined""], ""preferredSexPositions"": [""missionary"", ""standing from behind"", ""laid on back with partner on top""]}"
"arob","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being taken by multiple Orc warriors"", ""hunting and seducing a rare beast"", ""having a secret tryst with a traveling adventurer""], ""sexualBehavior"": [""cum play"", ""breast play"", ""public sex""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""confident"", ""sensual""], ""preferredSexPositions"": [""doggy style"", ""missionary"", ""standing""]}"
"bendt","{""orientation"": ""heterosexual"", ""sexFantasies"": [""threesome with two young Nord women"", ""sex in a traditional Nord longhouse""], ""sexualBehavior"": [""breast play"", ""nipple play"", ""cummings""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""demanding"", ""dominant""], ""preferredSexPositions"": [""missionary"", ""doggie style""]}"
"chief_yamarz","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being dominated by a strong female"", ""having sex in a secure, private location""], ""sexualBehavior"": [""breast play"", ""nipple play"", ""voyeurism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""demanding"", ""secretive""], ""preferredSexPositions"": [""missionary"", ""doggy style""]}"
"danica_pure-spring","{""orientation"": ""heterosexual"", ""sexFantasies"": [""outdoor sex in a forest glade"", ""sex in a sacred hot spring"", ""a romantic encounter with a nature spirit""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""intimate"", ""emotional"", ""gentle""], ""preferredSexPositions"": [""missionary"", ""spooning"", ""standing""]}"
"coldhearted_gravedigger","{""orientation"": ""heterosexual"", ""sexFantasies"": [""midnight cemetery sex"", "" sex with a stranger in the woods""], ""sexualBehavior"": [""nipple play"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""intense"", ""reserved"", ""animalistic""], ""preferredSexPositions"": [""missionary"", ""doggy style""]}"
"delacourt","{""orientation"": ""bisexual"", ""sexFantasies"": [""erotica performances"", ""exhibitionism"", ""threesome with a poet""], ""sexualBehavior"": [""nipple play"", ""threesomes"", ""breast play""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""passionate"", ""adventurous"", ""flirtatious"", ""playful""], ""preferredSexPositions"": [""missionary"", ""standing doggy style"", ""cowgirl""]}"
"belethor","{""orientation"": ""heterosexual"", ""sexFantasies"": [""threesome with two women"", ""sex in a warehouse full of gold"", ""being watched by others while having sex""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""public sex""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""dominant"", ""flirtatious"", ""selfish""], ""preferredSexPositions"": [""doggy style"", ""standing up"", ""bent over""]}"
